,synopsis,cluster
"(6,)","""@RhondaR: Thank-You Clarence Henderson for telling @cnn you know racism &amp; it's not DonaldTrump https://t.co/fSBPxZU8Gu via @BreitbartNews""",6
"(4,)","""@Patrici: Crowd at Trump Rally in Akron, Ohio is a Sea of Women, Minorities, Independents, Dems https://t.co/wm7HV8WPGk via @gatewaypundit",4
"(4,)",Inner-city crime is reaching record levels. African-Americans will vote for Trump because they know I will stop the slaughter going on!,4
"(0,)","Look how bad it is getting! How much more crime, how many more shootings, will it take for African-Americans and Latinos to vote Trump=SAFE!",0
"(0,)","I will be making a major speech on ILLEGAL IMMIGRATION on Wednesday in the GREAT State of Arizona. Big crowds, looking for a larger venue.",0
"(2,)","I think that both candidates, Crooked Hillary and myself, should release detailed medical records. I have no problem in doing so! Hillary?",2
"(0,)","Today is the 53rd anniversary of the March on Washington - today we honor the enduring fight for justice, equality and opportunity.",0
"(12,)",RT @FoxNews: Poll: @realDonaldTrump vs. @HillaryClinton among white Evangelicals. https://t.co/6ohwIh1Q24,12
"(1,)",Thank you Arizona! #VoteTrump https://t.co/v8VLxdd0fO,1
"(5,)","Join me Tuesday in Everett, Washington at the Xfinity Arena! Tickets: https://t.co/ABQGySdcYt https://t.co/sn08gnd0lq",5
"(3,)","""@LindaHarden: @realDonaldTrump America loves Trump and @mike_pence -- praying for you every day. Stay strong. #TrumpPence2016 #NeverHillary",3
"(0,)","NATIONAL DEBT 
January 2009 = $10.6 TRILLION
August 2016 = $19.4 TRILLION https://t.co/dKAVaLfGAJ",0
"(6,)",It was an honor to have the amazing Root family join me in Iowa. I have been so inspired by their courage &amp; bravery. https://t.co/P4qVGGUYVZ,6
"(1,)",Thank you Iowa! #ImWithYou https://t.co/3BIF6jBTkk,1
"(0,)",Just landed in Iowa to attend a great event in honor of wonderful Senator @JoniErnst. Look forward to being with all of my friends.,0
"(0,)","My condolences to Dwyane Wade and his family, on the loss of Nykea Aldridge. They are in my thoughts and prayers.",0
"(4,)",Dwyane Wade's cousin was just shot and killed walking her baby in Chicago. Just what I have been saying. African-Americans will VOTE TRUMP!,4
"(0,)","""@GoldJazz559: #BlackMenForBernie Leader: #Hillary2016 ‘No Regard For Black Race’ https://t.co/m8952Ly3Jb via @dailycaller #BlacksForTrump",0
"(2,)","""@DiamondandSilk: Crooked Hillary getting desperate. On TV bashing Trump. @CNN, she forgot how she said a KKK member was her mentor.",2
"(6,)",Heroin overdoses are taking over our children and others in the MIDWEST. Coming in from our southern border. We need strong border &amp; WALL!,6
"(5,)","New polls - join the MOVEMENT today.
https://t.co/3KWOl20zMm #ImWithYou https://t.co/numII7W99T",5
"(5,)",Join us via our new #AmericaFirst APP! #TrumpPence16 https://t.co/FccLQSCkDY https://t.co/0angXB2BrI,5
"(0,)","Will be in Phoenix, Arizona on Wednesday. Changing venue to much larger one. Demand is unreal. Polls looking great! #ImWithYou",0
"(1,)","Thank you @TeamTrump Florida. Keep me updated, and lets get those 100,000 registered voters!
#MakeAmericaGreatAgain  https://t.co/lseAAqxjA9",1
"(13,)","I will be interviewed by @kimguilfoyle 
at 7pm on @FoxNews. #Enjoy!",13
"(2,)",Army training slide lists Hillary Clinton as insider threat: https://t.co/CQTSo2ETJF,2
"(4,)",Meet the ‘Trumpocrats’: Lifelong Democrats Breaking w/ Party Over Hillary to Support Donald Trump for President: https://t.co/g2N3JJWV8a,4
"(2,)","""Hillary Clinton Deleted Emails Using Program Intended To Prevent Recovery"" #CrookedHillary https://t.co/D0MeBJXBwN",2
"(2,)","How quickly people forget that Crooked Hillary called African-American youth ""SUPER PREDATORS"" - Has she apologized?",2
"(0,)",I am very proud to have brought the subject of illegal immigration back into the discussion. Such a big problem for our country-I will solve,0
"(0,)",Wonderful @pastormarkburns was attacked viciously and unfairly on @MSNBC by crazy @morningmika on low ratings @Morning_Joe. Apologize!,0
"(0,)","What do African-Americans and Hispanics have to lose by going with me. Look at the poverty, crime and educational statistics. I will fix it!",0
"(2,)","Crooked Hillary will NEVER be able to solve the problems of poverty, education and safety within the African-American &amp; Hispanic communities",2
"(0,)","The Clinton's are the real predators...
https://t.co/Fr0gFtZVVz",0
"(0,)","""@Lewenskimo: Your opponent has run out of ideas, now resorts to personal attacks on you. Every Amercan knows, you represent HOPE!!""",0
"(2,)","""Hillary Clinton needs to address the racist undertones of her 2008 campaign."" #FlashbackFriday https://t.co/MJQp0rcnzH",2
"(0,)","""@DonaldJTrumpJr: Company Gouging Price Of EpiPens Is A Clinton Foundation Donor And Partner https://t.co/HHlNGnlGMN via dailycaller""",0
"(2,)","""@foxnation: Flashback: Hillary Clinton Praised Former KKK Member Robert Byrd as 'Friend and Mentor': https://t.co/e0Hb2rLb1X""",2
"(0,)","CLINTON CORRUPTION AND HER SABOTAGE OF THE INNER CITIES. 
Full speech transcript: https://t.co/npswT6lbg3",0
"(2,)","Hillary Clinton only knows how to make a speech when it is a hit on me. No policy, and always very short (stamina). Media gives her a pass!",2
"(0,)","HRC is using the oldest play in the Dem playbook- when their policies fail, they are left w/this one tired argument!
https://t.co/FNbCMmwLTn",0
"(2,)",Hillary Clinton is using race-baiting to try to get African-American voters- but they know she is all talk and NO ACTION!,2
"(2,)",Hillary Clinton's short speech is pandering to the worst instincts in our society. She should be ashamed of herself!,2
"(0,)",Just watched recap of #CrookedHillary's speech. Very short and lies. She is the only one fear-mongering!,0
"(0,)","So many in the African-American community are doing so badly, poverty and crime way up, employment and jobs way down: I will fix it, promise",0
"(0,)","Poll numbers are starting to look very good. Leading in Florida @CNN Arizona and big jump in Utah. All numbers rising, national way up. Wow!",0
"(3,)","""@Trump_Videos: .@Nigel_Farage of the #brexit fame - We CAN do this! We can #MAGA with @realDonaldTrump https://t.co/1qyuc8ZykJ""",3
"(8,)",Thoughts and prayers to the great people of Indiana. You will prevail!,8
"(0,)",Great Governor @Mike_Pence is in Indiana to help lead the relief efforts after tornadoes struck. True leadership.,0
"(6,)","Will be on #Hannity @ 10pE @FoxNews- discussing various subjects including immigration-if elected, we will #BuildTheWall &amp; enforce our laws!",6
"(1,)","Thank you for your support!
#AmericaFirst #ImWithYou https://t.co/N8FShwYt2g",1
"(1,)","A great afternoon in Tampa, Florida. Thank you! #TrumpPence16 https://t.co/K5MBAcnfR1",1
"(5,)","New national poll released. Join the MOVEMENT &amp; together we will #MakeAmericaGreatAgain! 
https://t.co/3KWOl2ibaW https://t.co/rnU1fkn274",5
"(1,)",Great new poll Florida - thank you! #MakeAmericaGreatAgain https://t.co/7TKpe388Bc,1
"(5,)","I will not let the families of The Remembrance Project down! 
#MakeAmericaSafeAgain
https://t.co/EMuSftG6RP
https://t.co/FHPR44WixX",5
"(0,)",My thoughts and prayers are with the victims and families of those affected by two powerful earthquakes in Italy and Myanmar.,0
"(1,)","Thank you Travis County, Texas!
#MakeAmericaGreatAgain https://t.co/ZBnYzNb0eo",1
"(13,)","Will be participating in a Town Hall tonight on @SeanHannity at 10pmE from Austin, Texas. Enjoy! https://t.co/8ZBneb0pGk",13
"(5,)","In Austin, Texas with some of our amazing Border Patrol Agents. I will not let them down! https://t.co/U28HNPtjm9 https://t.co/7ImVH69fNb",5
"(5,)","Join me in Tampa, Florida- tomorrow at 1pmE! Tickets: https://t.co/iwEAiWKgtR https://t.co/lLyaW6nxsP",5
"(0,)","President Obama should have gone to Louisiana days ago, instead of golfing. Too little, too late!",0
"(2,)","Hillary Clinton strongly stated  that there was ""absolutely no connection"" between her private work and that of The State Department. LIE!",2
"(0,)","It is being reported by virtually everyone, and is a fact,  that the media pile on against me is the worst in American political history!",0
"(0,)",I am now in Texas doing a big fundraiser for the Republican Party and a @FoxNews Special on the BORDER and with victims of border crime!,0
"(0,)","The @WashingtonPost quickly put together a hit job book on me- comprised of copies of some of their inaccurate stories. Don't buy, boring!",0
"(8,)",".@AnnCoulter's new book, 'In Trump We Trust, comes out tomorrow. People are saying it's terrific - knowing Ann I am sure it is!",8
"(8,)","Just leaving Akron, Ohio, after a packed rally. Amazing people! Going now to Texas.",8
"(6,)","Great meeting with active &amp; retired law enforcement officers- at the Fraternal Order of Police lodge in Akron, Ohio. https://t.co/EUWhDC644R",6
"(0,)","Statement on Clinton Foundation:
https://t.co/2twuzrB9om",0
"(13,)",Will be interviewed on @foxandfriends at 8:30 A.M. Eastern. ENJOY!,13
"(0,)","Some day, when things calm down, I'll tell the real story of @JoeNBC and his very insecure long-time girlfriend, @morningmika. Two clowns!",0
"(0,)","Tried watching low-rated @Morning_Joe this morning,  unwatchable! @morningmika is off the wall, a neurotic and not very bright mess!",0
"(3,)","""@realbill2016: @realDonaldTrump @Brainykid2010 @shl Trump leading LA Times poll https://t.co/908uLXCIWz""",3
"(3,)","""@Brainykid2010: @shl @realDonaldTrump The ad was actually very good!""",3
"(0,)","""@55Lidsville:  #TeamTrump @KellyannePolls You need to show the crowds at the rallies use Periscope! Show HC's 139 YT viewers vs DT 38K""",0
"(3,)","""@SinAbunz_TM: @realDonaldTrump TRUMP VICTORY IN NOVEMBER!  #MAGA #TrumpPence16""",3
"(0,)","""@Jimbos2002:  @Morning_Joe Video: Hillary referring to blacks as super predators that need to be brought to heel. https://t.co/pMIHWayMRw""",0
"(6,)","I heard that @Morning_Joe was very nice on Friday but that little Donny D, a big failure in TV (&amp; someone I helped), was nasty. Irrelevant!",6
"(2,)",Crooked Hillary is flooding the airwaves with false and misleading ads - all paid for by her bosses on Wall Street. Media is protecting her!,2
"(0,)","I have been drawing very big and enthusiastic crowds, but the media refuses to show or discuss them. Something very big is happening!",0
"(7,)","Together, we are going to MAKE AMERICA SAFE AND GREAT AGAIN!
https://t.co/pUtN4kFhDK",7
"(3,)","""@EyeCandyTMGayle: @realDonaldTrump please oh please take the CHARLOTTE NC speech ACROSS the swing states .... sooo powerful""  Good!",3
"(3,)","""@J58golf: @realDonaldTrump been a great week. More of the same will get you in the white house!""",3
"(0,)",We will bring America together as ONE country again – united as Americans in common purpose and common dreams. #MAGA,0
"(7,)",Will be back soon Virginia. We are going to MAKE AMERICA GREAT AGAIN! #TrumpPence16 https://t.co/IU4JPSi0rZ,7
"(13,)",Will be interviewed on @JudgeJeanine at 9:00 P.M. Enjoy!,13
"(0,)","Just leaving Virginia - really big crowd, great enthusiasm!",0
"(1,)","Thank you @JerryJrFalwell- will see you soon. #TrumpPence16 
https://t.co/epfSJckcKq",1
"(3,)","""@CatOnGlass: 200,000 new followers for @realDonaldTrump. From 10,800,000 to 11,000,000, All in the last ten days or so! #MAGA #AlwaysTrump",3
"(6,)",.@Franklin_Graham @BillyNungesser @SamaritansPurse- so humbled by my time w/ you. You are in our thoughts &amp; prayers. https://t.co/I6xGsEzlwv,6
"(0,)","We are one nation. When one hurts, we all hurt. We must all work together-to lift each other up.
#StandWithLouisiana https://t.co/Ob7J2oBWhq",0
"(0,)",#WheresHillary? Sleeping!!!!!,0
"(7,)",Thank you Michigan. This is a MOVEMENT. We are going to MAKE AMERICA SAFE AND GREAT AGAIN! #TrumpPence16 https://t.co/vP3eqF3Zbb,7
"(0,)",Great job by @EricTrump on interview with @BillHemmer on @FoxNews. #ImWithYou #TrumpTrain,0
"(0,)","Thank you to everyone for all of the nice comments, by Twitter, pundits and otherwise for my speech last night.",0
"(0,)","The reporting at the failing @nytimes gets worse and worse by the day. Fortunately, it is a dying newspaper.",0
"(6,)",Thank you to NC for last evenings great reception. The speech was a great success. Heading now to Louisiana &amp; another speech tonight in MI.,6
"(0,)","We are one nation. When one state hurts, we all hurt. We must all work together - to lift each other up. https://t.co/XoDkW5X3Wy",0
"(1,)","Thank you Charlotte, North Carolina!
#MakeAmericaGreatAgain 
https://t.co/Y19nUKkYTc",1
"(7,)","Together, we will MAKE AMERICA GREAT AGAIN! https://t.co/aENuIvrUrS",7
"(5,)",#CrookedHillary #ThrowbackThursday https://t.co/v8J0r64J7h,5
"(0,)",They will soon be calling me MR. BREXIT!,0
"(13,)",I will be doing a Town Hall tonight at 10:00 P.M. on @seanhannity - @FoxNews,13
"(13,)",Will be participating in a town hall event- hosted by @SeanHannity tonight at 10pmE on @FoxNews. Enjoy! https://t.co/7nReqYM7FF,13
"(8,)","We are going to make this a government of the people once again!
#MakeAmericaGreatAgain #ImWithYou
https://t.co/Fi7yEb2XQb",8
"(6,)","We will repeal &amp; replace #Obamacare, which has caused soaring double-digit premium increases. It is a disaster! https://t.co/NNMyTJo6i6",6
"(2,)","A vote for Hillary Clinton is a vote for another generation of poverty, high crime, &amp; lost opportunities. #ImWithYou
https://t.co/Eph6qy7zyB",2
"(5,)","#MakeAmericaSafeAgain #ImWithYou
https://t.co/N9XNoGNcqc",5
"(1,)","Thank you Governor @ScottWalker &amp; @GOP Chairman @Reince Priebus. 
#MakeAmericaGreatAgain #ImWithYou
https://t.co/IdJBuaKMwK",1
"(5,)","Join me in North Carolina - tomorrow at 7:30pm! #ImWithYou 
Tickets: https://t.co/vDag45zrDc",5
"(5,)","#LawandOrder #ImWithYou
Video: https://t.co/AIa2Z9po2h https://t.co/qqSfOfgdap",5
"(5,)","#LawandOrder #ImWithYou
Transcript: https://t.co/YlATGI2Ph6",5
"(0,)",Will be on @SeanHannity tonight at 10pmE - delivering an important speech live from Wisconsin. #MakeAmericaGreatAgain,0
"(0,)","Just as we won the Cold War, in part, by exposing the evils of communism and the virtues of free markets....
Cont: https://t.co/SXp7efXEZU",0
"(8,)",This is my pledge to the American people: https://t.co/Jb21oyNfxt,8
"(4,)","'It's just a 2-point race, Clinton 38%, Trump 36%' https://t.co/EzDzJ4EzIN",4
"(0,)",Another health insurer is pulling back due to 'persistent financial losses on #Obamacare plans.' Only the beginning! https://t.co/YqfaEvg8c3,0
"(5,)",#AmericasMerkel https://t.co/QFRs4bEUC1,5
"(0,)","""CLINTON REFUGEE PLAN COULD BRING IN 620,000 REFUGEES IN FIRST TERM AT LIFETIME COST OF OVER $400 BILLION."" https://t.co/COZQNt6KVs",0
"(5,)","#MakeAmericaSafeAgain 
https://t.co/bgBGPaKaqI",5
"(0,)",Certain Republicans who have lost to me would rather save face by fighting me than see the U.S.Supreme Court get proper appointments. Sad!,0
"(0,)","""Stay on message"" is the chant. I always do - trade, jobs, military, vets, 2nd A, repeal Ocare, borders, etc - but media misrepresents!",0
"(0,)",I have always been the same person-remain true to self.The media wants me to change but it would be very dishonest to supporters to do so!,0
"(0,)","It is not ""freedom of the press"" when newspapers and others are allowed to say and write whatever they want even if it is completely false!",0
"(2,)","I am not only fighting Crooked Hillary, I am fighting the dishonest and corrupt media and her government protection process. People get it!",2
"(2,)",Crooked Hillary Clinton is being protected by the media. She is not a talented person or politician. The dishonest media refuses to expose!,2
